,X,SRS011061,SRS011084,SRS011134,SRS011239,SRS011271,SRS011302,SRS011405,SRS011452,SRS011529,SRS011586,SRS012273,SRS012902,SRS013158,SRS013215,SRS013476,SRS013521,SRS013687,SRS013800,SRS013951,SRS014235,SRS014287,SRS014313,SRS014459,SRS014613,SRS014683,SRS014923,SRS014979,SRS015065,SRS015133,SRS015190,SRS015217,SRS015264,SRS015369,SRS015578,SRS015663,SRS015782,SRS015794,SRS015854,SRS015960,SRS016018,SRS016056,SRS016095,SRS016203,SRS016267,SRS016335,SRS016495,SRS016517,SRS016585,SRS016753,SRS016954,SRS016989,SRS017103,SRS017191,SRS017247,SRS017307,SRS017433,SRS017521,SRS017701,SRS017821,SRS018133,SRS018313,SRS018351,SRS018427,SRS018575,SRS018656,SRS018817,SRS019030,SRS019161,SRS019267,SRS019397,SRS019582,SRS019601,SRS019685,SRS019787,SRS019910,SRS019968,SRS020233,SRS020328,SRS020869,SRS021484,SRS021948,SRS022071,SRS022137,SRS022524,SRS022609,SRS022713,SRS023176,SRS023346,SRS023526,SRS023583,SRS023829,SRS023914,SRS023971,SRS024009,SRS024075,SRS024132,SRS024265,SRS024331,SRS024388,SRS024435,SRS024549,SRS024625,SRS042284,SRS042628,SRS043001,SRS043411,SRS043701,SRS045004,SRS045645,SRS045713,SRS047014,SRS047044,SRS048164,SRS048870,SRS049164,SRS049712,SRS049900,SRS049959,SRS049995,SRS050299,SRS050422,SRS050752,SRS050925,SRS051031,SRS051882,SRS052027,SRS052697,SRS053214,SRS053335,SRS053398,SRS054590,SRS054956,SRS055982,SRS056259,SRS056519,SRS057478,SRS057717,SRS058723,SRS058770,SRS062427,SRS063040,SRS063985,SRS064276,SRS064557,SRS064645,SRS065504,SRS075398,SRS077730,SRS078176
86,Prevotella_timonensis_CRIS_5C_B1,0.000259482,0.000147768,0.0006012,0.00063017,0.000573864,0.00025997,0.000719896,0.000510835,0.002596271,0.000237875,0.000531891,0.000227789,0,0.000131792,0.000196875,0.001815434,0.001463004,0.000744072,0.000174558,0.000263869,0.000742052,0.000118745,0.000439622,0.000262677,0.000798875,0.000048,0.000120311,0.00083608,0.001188919,0.000202972,0.000576618,0.000395204,0.000513823,0.0000467,0.000503935,0.000671821,0.000483917,0.001120628,0.000657507,0.000313082,0.00028237,0.000542852,0.003285047,0.000215684,0.000355558,0,0,0,0.000289555,0.000535611,0.000530901,0.000222469,0.0000737,0.000772482,0.002100836,0.000363761,0.002284712,0.000448246,0.000706823,0.000349257,0.000100522,0.000283318,0.000685979,0.000587058,0.000565415,0.000144441,0.000768375,0.000365848,0.000392871,0.000357278,0.000289425,0.000540481,0.00033882,0.00021772,0.000524124,0.000500391,0.000395325,0.000407435,0.000234252,0.000190484,0.000657411,0.000756315,0.001493221,0.00085057,0.001208999,0.005907541,0.000307854,0.000192058,0.000756759,0.000236463,0.000249398,0.001464619,0,0.001531504,0.000834048,0.000231566,0.000449122,0.000325475,0.00010101,0.000636043,0.000281902,0.000489461,0.000754922,0.000166925,0.000159387,0.00014431,0.000115936,0.000326675,0.000313236,0.00017345,0.000346449,0.000521622,0.001003372,0.000221677,0.000352214,0.000353307,0.000170196,0.001353946,0.001060399,0.001395465,0.000277578,0.000277173,0.000145782,0.000537208,0.000165489,0.000683448,0.000584521,0.000682606,0.000418152,0.000279749,0.000384507,0,0.001457751,0.000662129,0.000583998,0.000741252,0.000137597,0,0.000375437,0.001467178,0.00041913,0.001328465,0.000231853,0.000360029,0,0.000140196,0.000503453,0.000764863,0.002427604
87,Prevotella_copri_CB7_DSM_18205,0.000234564,0.000278793,0.130938649,0.000142607,0.550735393,0.000259058,0.000315871,0,0.403764046,0.003903937,0.000142585,0,0,0,0.000227939,0.380009791,0.328657094,0.002149956,0.001394954,0.000348508,0.000606594,0,0.000119956,0,0.00025555,0,0,0.000143394,0.000375389,0,0.000130258,0,0.000475912,0,0.001745273,0.07807087,0.17029191,0,0.000167726,0.000204716,0,0.000537025,0.000749605,0,0.000158542,0,0,0,0.0000826,0.00015415,0.000133358,0.001277386,0,0,0.626721147,0.000287394,0.000233265,0.000602416,0.000399182,0.000193337,0,0.00023465,0.000501977,0,0,0.0000786,0.000199026,0.000377579,0.00014925,0,0.095527503,0,0.000667484,0.0000981,0.037734059,0.000193697,0.00019348,0.000268448,0.000169778,0.000330719,0.000638515,0.000131772,0.004352418,0,0.358729739,0,0.000241264,0,0.358436311,0.000153963,0,0.190509695,0,0.00035109,0.000195018,0.023605007,0.000491492,0.000819061,0,0.002208798,0,0.000172394,0,0.000264054,0,0,0.000225807,0.000527802,0.000457052,0.097983756,0.0000846,0.70028173,0.003201511,0.000154769,0.000106724,0.693644637,0.000280937,0.127090387,0.108169276,0,0.001586326,0.208532776,0.0000987,0.001287634,0.000426158,0.000122409,0.000173903,0,0.00026861,0.257013464,0,0,0.004827872,0.000276491,0,0,0,0,0.00018815,0.000742493,0.000189309,0.000409235,0,0.000352093,0,0.000192976,0,0,0.513408452
88,Veillonella_dispar_ATCC_17748,0.00023164,0.0000631,0.000900547,0.0000389,0.000774528,0.001088013,0.0000297,0,0.000167564,0.0000455,0.000238497,0.000141401,0,0.0000277,0.00014307,0.000189827,0,0.000163715,0.000114375,0.0000323,0.0000508,0.0000269,0.0000125,0.0000433,0.000523612,0.000432193,0,0.0000351,0.0000228,0.0000221,0.0000434,0.000836323,0.0000264,0.002532152,0.0000817,0.000145609,0.0000152,0.000318178,0.0000362,0.0000414,0.0000329,0.000642596,0,0.0000146,0.000191414,0.0000561,0.000043,0,0.000217981,0.0000251,0.0000324,0.0000218,0.0000114,0.0000166,0.000272087,0.0000249,0.0000213,0.0000571,0.000144354,0,0.0000348,0.0000449,0,0.0000447,0,0.0000265,0.0000324,0.0000372,0.0000338,0.000267954,0.000601998,0.0000178,0.0000426,0.0000151,0.0000228,0.0000353,0.0000878,0.000043,0.000318154,0.0000249,0.00115342,0.0000334,0.000148833,0,0.000129325,0.0000648,0.0000418,0.0000662,0.001092585,0.0000389,0.000291948,0.000141978,0,0.0000581,0.0000103,0.000108346,0.000129034,0.0000436,0.00000803,0.0000636,0.00006,0,0.000299381,0.000120792,0.0000684,0.0000236,0.001358711,0.000117206,0.000711276,0.0000264,0.000246868,0.0000433,0.000198722,0.0000314,0.000287158,0.000607766,0.0000447,0.0000796,0.0000162,0.0000955,0.000725524,0.000052,0.0000941,0.0000741,0,0.0000254,0.000138993,0.000102843,0.0000787,0.000122182,0.000123202,0.000589738,0.0000972,0.000100375,0.0000644,0.0000162,0.0000621,0.000178435,0.0000181,0.0000466,0,0.0000297,0.00002,0.0000705,0.000204879,0.0000479,0.000697837,0.0000986,0.0000501
89,Clostridium_asparagiforme_DSM_15981,0.000227659,0.000410988,0.001247455,0.000460354,0.000243581,0.000892936,0.000366118,0.000183107,0.000303527,0.000446874,0.002466643,0.0000914,0.00010013,0.0000479,0.000558511,0.0000968,0.000968808,0.0000917,0.001583095,0.003146263,0.001575044,0.000505636,0.001170607,0.000269393,0.000469517,0.001408829,0.001972047,0.000961248,0.00138468,0.000356944,0.002037339,0.000869561,0.0000736,0.000290641,0.000507829,0.001071143,0.000132679,0.000473297,0.000146781,0.000234977,0.000106663,0.002654584,0.00051146,0.000142347,0.000837513,0.001338702,0.001573245,0.00000894,0.0000481,0.000245192,0.00019263,0.00024609,0.000217279,0.0000572,0.000313423,0.000120639,0.000708383,0.000209016,0.000335927,0.0000528,0.000211447,0.001150303,0.000700087,0.000166489,0.000282843,0.00030124,0.000248324,0.000304514,0.0000871,0.00013032,0.000782534,0.001303489,0.00152772,0.000191823,0.00075743,0.000202666,0.000799391,0.001494341,0.00092069,0.000422607,0.000890305,0.000814719,0.000234771,0.000920224,0.000681336,0.000169974,0.0000608,0.000138662,0.000347821,0.0000863,0.000298655,0.001143392,0.0000998,0.000416347,0.000246461,0.000567972,0.000438282,0.000209951,0.000150593,0.000585881,0.000197765,0.000236309,0.000261105,0.003985993,0.000280242,0.000728658,0.000138141,0.000193015,0.000193211,0.000146623,0.000309104,0.000130962,0.000865347,0.000300254,0.000316745,0.000187677,0.0000731,0.002809001,0.000354049,0.000069,0.000615045,0.000489556,0.000601903,0.000361862,0.000579348,0.000189811,0.000760751,0.000416777,0.000496839,0.000216643,0.000210049,0.00081815,0.000275698,0.000156511,0.0000892,0.000286692,0.0000966,0.000131318,0.000102647,0.000279037,0.000858213,0.001098735,0.000813998,0.000094,0.000122769,0.000744037,0.000256017,0.000182867,0.000230315
90,Porphyromonas_endodontalis_ATCC_35406,0.00022067,0.0000555,0.000128581,0,0,0,0,0,0.000248537,0,0,0,0,0,0.00007,0,0,0.000167701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000673,0.000088,0,0,0.0000602,0,0,0.000153693,0,0,0,0,0,0,0,0.0000458,0,0,0,0,0.000116187,0,0.0000575,0.000075,0.0000758,0,0,0,0,0,0,0,0,0,0,0,0.000122131,0,0,0,0.0000521,0,0.000139911,0.000131345,0,0,0.000373165,0,0,0,0.000180535,0,0,0,0,0.0000437,0,0,0,0,0,0.0000596,0,0,0,0.00018555,0,0.0000492,0,0,0,0,0,0,0,0,0,0.0000479,0.0000709,0,0,0,0,0.000203396,0.000102803,0,0,0,0,0.0000458,0.0000749,0,0.0000531,0.000137738,0,0.000062,0,0,0,0.0000315,0,0,0,0,0.0000403,0,0,0,0,0.0000676,0,0,0,0.00014931,0
91,Acidaminococcus_fermentans_DSM_20731,0.000217825,0.000166974,0.000396713,0.000136488,0.0000978,0.000170052,0.0000207,0,0.0000351,0.0000671,0.000215337,0.00012422,0.0000255,0,0.000124488,0.0000194,0.0000812,0.0000662,0.000385383,0.000166761,0.000273361,0.0000247,0.0000844,0.000036,0.000216884,0.000541002,0.000229294,0.000068,0.000134235,0.0000231,0.000189007,0.0000796,0.0000251,0.0000347,0.0000937,0.000512911,0.0000191,0.0000699,0.0000439,0.000084,0.0000231,0.000188193,0.0000573,0.0000292,0.000108897,0.000230042,0.000239927,0,0.0000569,0.0000438,0.0000305,0.0000599,0.0000355,0,0.000161937,0.0000743,0.0000734,0.0000468,0.0000522,0,0.0000506,0.00012886,0.0000841,0.0000729,0.0000821,0.0000437,0.000102732,0.00011349,0.0000114,0.0000198,0.002112647,0.0000663,0.000206137,0.0000548,0.000105747,0.0000476,0.000174784,0.000128873,0.000191773,0.000223008,0.000182476,0.000187252,0.000157121,0.000144144,0.000167509,0.0000757,0.000024,0,0.000638947,0.0000143,0.000212937,0.0001208,0.0000315,0.0000521,0.0000248,0.000180684,0.0000737,0.000063,0.000018,0.000237089,0,0.000078,0,0.000244666,0.0000302,0.0000902,0.00003,0.0000256,0.0000216,0.0000554,0.0000976,0.000186471,0.000207281,0.0000742,0.000115651,0.000168516,0,0.000477837,0.0000833,0,0.000125173,0.00019736,0.0000961,0.0000523,0.000114299,0.0000685,0.000143986,0.000185706,0.000107546,0.000219912,0,0.000392534,0.0000489,0.0000451,0.000249522,0.0000397,0,0.0000171,0.0000225,0.0000334,0.000121625,0.000122784,0.000118581,0.0000235,0,0.0000853,0.0003087,0.000122933,0.0000548
92,Eubacterium_biforme_DSM_3989,0.000211916,0.000416892,0.000681296,0.000261789,0.000220588,0.000732375,0.00022118,0,0.001764693,0.000761504,0.000865552,0.0000207,0.000331591,0.0000188,0.000395557,0.0000295,0.00020497,0.000984205,0.000919743,0.001085102,0.001876067,0.000158919,0.001287063,0.000304205,0.000293881,0.001296015,0.001068108,0.001270952,0.00084224,0.000106735,0.001053162,0.000222667,0.0000796,0.000728607,0.010145828,0.000703732,0.0000824,0.000787303,0.000114626,0.0000703,0.0000276,0.000936325,0.000481756,0.000158994,0.00043741,0.000855855,0.000582085,0.0000093,0.0000481,0.000191291,0.000184547,0.000244302,0.000180707,0.001131051,0.000189534,0.000232237,0.001066272,0.000446851,0.000296511,0.000021,0.000183118,0.000428712,0.000593417,0.000109266,0.00061429,0.000345671,0.000326166,0.000464926,0.000556315,0.000459734,0.002441409,0.000366038,0.000413608,0.0000861,0.001375476,0.000315823,0.000611757,0.00060276,0.000395734,0.000226756,0.000225259,0.000916976,0.000139455,0.007206402,0.000265234,0.000101702,0.0000596,0.0000891,0.000236369,0.000051,0.0000664,0.000588672,0.0000948,0.000104509,0.001310187,0.000451412,0.000295663,0.000288854,0.00006,0.018896267,0.000160001,0.0000814,0.000287373,0.000524742,0.000113164,0.000225902,0.000127539,0.0000885,0.0001082,0.000136791,0.000279262,0.000109378,0.000487638,0.000300252,0.000291221,0.000625913,0.0000742,0.008116037,0.000226808,0.000029,0.000923854,0.000502118,0.000499441,0.001854707,0.000182506,0.000245787,0.000768786,0.000146297,0.000517614,0.000684509,0.000359478,0.000400636,0.000177467,0.000205706,0.000123623,0.000212992,0.000134997,0.0000786,0.0000971,0.000349089,0.007840644,0.000901726,0.000807514,0.000101719,0.000126841,0.000619218,0.000170888,0.0000958,0.000169451
93,Eubacterium_hallii_DSM_3353,0.000207878,0.000621863,0.001344699,0.000589286,0.004268241,0.001335089,0.000399685,0.000112192,0.000665302,0.001398895,0.002675068,0.0000276,0.000329116,0.000095,0.001244263,0.000122519,0.000641986,0.000337841,0.002138745,0.002036992,0.002168705,0.001354135,0.004637238,0.000609127,0.000464071,0.005136216,0.004671424,0.004705941,0.001335823,0.000377088,0.004871856,0.000758601,0.000186038,0.001422322,0.001775601,0.002738845,0.00025992,0.002401256,0.000323927,0.000207467,0.0000648,0.003374178,0.000853347,0.000482004,0.001479409,0.006133116,0.003986576,0.000051,0.000117677,0.001203427,0.000948574,0.002030418,0.001391546,0.000156449,0.000553264,0.001059178,0.005816197,0.000329394,0.000748294,0.0000243,0.001245834,0.002015432,0.005064046,0.000340839,0.001730337,0.000761336,0.000449239,0.001542709,0.000317456,0.000462338,0.000880297,0.000890108,0.000722982,0.00021215,0.002311804,0.000681199,0.001614165,0.000945304,0.002308515,0.00030187,0.001687886,0.001645941,0.000597974,0.003832817,0.001374041,0.002392975,0.000318622,0.000426352,0.002274074,0.000496734,0.0000779,0.002641315,0.000156636,0.000219218,0.000957522,0.002406456,0.000830133,0.001171701,0.000237429,0.001974547,0.000372322,0.000279579,0.001057166,0.002175204,0.000258184,0.000690729,0.000636505,0.000717342,0.000651403,0.000166791,0.001326467,0.000297901,0.000787555,0.000836857,0.001409568,0.003597824,0.000727775,0.001975438,0.00086707,0.000148722,0.008159252,0.00260033,0.000987318,0.002127097,0.002125923,0.00127562,0.001282665,0.003543125,0.000699739,0.000454697,0.00076315,0.001435006,0.000800954,0.000494939,0.000310559,0.003671578,0.000769778,0.000219421,0.000302405,0.00053032,0.004523606,0.001964383,0.001235445,0.00037375,0.001787641,0.001771369,0.000167907,0.000530694,0.001126462
94,Clostridium_difficile_R20291,0.000194896,0.000504717,0.00059507,0.00012408,0.000164962,0.001299686,0.00011736,0,0.000133404,0.00053702,0.000637039,0,0,0,0.000574562,0.0000452,0.000435627,0,0.001343001,0.000760848,0.000346257,0.000616864,0.000590982,0.000460242,0.000151819,0.000969295,0.001906005,0.00045366,0.001745056,0.000075,0.000775923,0.000409263,0,0.000306886,0.000446993,0.000664884,0.0000574,0.000449093,0.000166923,0.000270767,0,0.000294052,0.000543918,0.0000512,0.000350891,0.001893421,0.002074665,0,0,0.000291883,0,0.000101808,0.000170394,0,0.000286503,0.0000608,0.000286941,0.000075,0.000146108,0,0.0000886,0.000297369,0.000689989,0,0.000410746,0.000227461,0.000110634,0.000435046,0.0000341,0.0000594,0.000485666,0.000324002,0.000423124,0.000125226,0.0002266,0.000166597,0.000499382,0.00077324,0.000514759,0.00030584,0.00021669,0.000535005,0.000148392,0.000528528,0.000423181,0.0000379,0,0,0.000174258,0,0,0.000594706,0,0.000243052,0.000186069,0.000444182,0.000908957,0.000098,0,0.000204759,0,0.000199208,0.000142433,0.001568744,0.0000906,0.000157799,0.000168089,0.0000705,0.0000793,0,0.000345996,0.0000622,0.000226125,0.000296608,0.000346954,0.000103702,0,0.001824469,0.000242277,0,0.000344225,0.000457044,0.00024984,0.000296322,0.000360483,0.000121806,0.000443032,0.000177632,0.000244423,0.000191536,0.0000607,0.000593833,0.0001466,0.000172782,0.000101158,0.0000794,0,0.0000455,0.0000281,0,0.000533279,0.001183984,0.001262036,0,0,0.000511953,0.0000206,0.000116103,0.000125235
95,Clostridium_difficile_NAP08,0.000170319,0.000414225,0.000397366,0.000252788,0.000143787,0.002027539,0.000223059,0,0.000124721,0.000462169,0.001149081,0.0000109,0.0000341,0.0000239,0.000656411,0.0000623,0.000467626,0.0000617,0.000752974,0.001017291,0.000697391,0.001384773,0.000371712,0.000487003,0.000127361,0.001221545,0.003030804,0.000336886,0.000985162,0.0000614,0.002216215,0.000403801,0,0.000260827,0.00036461,0.001536172,0.0000579,0.000272588,0.0000679,0.000228752,0.0000367,0.000354607,0.000486697,0.0000416,0.000597293,0.002170942,0.002591938,0,0.0000364,0.000290121,0.0000863,0.0000688,0.000188131,0,0.000174499,0.0000627,0.000340946,0.0000705,0.000126652,0,0.000280874,0.000203199,0.000300605,0.000112686,0.000195497,0.000339565,0.0000804,0.000185312,0.0000394,0.0000653,0.000502457,0.00081005,0.00044282,0.0000621,0.000220902,0.000243078,0.000547806,0.000819059,0.000515949,0.000359808,0.000312782,0.000703351,0.000116846,0.000907423,0.000162032,0.000112089,0.0000497,0.0000583,0.000177559,0.0000339,0.0000332,0.000447109,0.000048,0.000342217,0.000121631,0.000571048,0.00087449,0.0000625,0.0000646,0.000310385,0.0000607,0.000209548,0.000155033,0.001791873,0.0000958,0.00015798,0.0001484,0.0000944,0.0000702,0.0000644,0.000438549,0.0000577,0.000143947,0.00034082,0.000422468,0.000153147,0.0000474,0.00193136,0.000235518,0.000158812,0.000230756,0.000238166,0.000392965,0.000343635,0.00018968,0.0000741,0.000553509,0.000204718,0.000238924,0.00013486,0.000173896,0.000711907,0.000109833,0.0000915,0.000100544,0.000244879,0.000134664,0.0000554,0.0000785,0.000162889,0.000896259,0.000568808,0.001248405,0.0000637,0,0.000511428,0.0000693,0.000140602,0.000176663
96,Prevotella_veroralis_DSM_19559,0.00017025,0,0.000143286,0,0.000755915,0,0,0,0.00077798,0,0.0000848,0,0,0,0,0.00108712,0.0007985,0.000312655,0.000215665,0.0000517,0,0,0,0,0,0.000118977,0,0,0,0,0,0,0,0,0.000272562,0.000312852,0.000319051,0,0,0,0,0.000141921,0,0,0,0,0,0,0,0,0,0,0,0,0.000385634,0,0.000123568,0.000125001,0.0000971,0,0,0,0,0,0,0,0,0.000205326,0,0,0.000272082,0,0,0,0.000307194,0,0.000126669,0.0000958,0,0,0,0,0,0,0.000297974,0.0000385,0,0,0.000728439,0,0,0.000858726,0,0,0.0000454,0.000069,0,0,0,0.000269274,0,0,0,0,0,0,0,0,0,0.000124464,0,0.000748392,0.000239116,0,0,0.000161514,0,0.001365535,0.000408529,0,0.000188274,0,0,0.000187771,0,0,0.000126612,0,0,0.000313727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001902707
97,Catenibacterium_mitsuokai_DSM_15897,0.000167603,0.000116767,0.050061913,0.00017578,0.000110327,0.002016763,0.0000669,0,0.000907847,0.000352455,0.000474722,0,0.0000197,0,0.000284209,0.0000171,0.000177863,0.000053,0.000490964,0.0002372,0.000181876,0.0000858,0.000741259,0.0000738,0.004397075,0.000536309,0.000409536,0.000609946,0.000386645,0.0000707,0.003143637,0.0000657,0,0.000134797,0.000244775,0.000922703,0.0000431,0.000348964,0.000032,0.0000247,0.0000184,0.000627928,0.00010763,0.0000701,0.000227783,0.000417351,0.000224929,0,0.0000283,0.0000877,0.0000699,0.0000834,0.001253922,0.0000229,0.000126418,0.000081,0.000137162,0.000074,0.0000877,0.0000315,0.0000623,0.000217335,0.000174254,0.0000476,0.000157172,0.0000832,0.000472206,0.000157153,0.0000576,0,0.004448858,0.000590191,0.0000952,0.0000456,0.0001381,0.0001107,0.000319517,0.000370422,0.000173736,0.000206114,0.000131323,0.000272472,0.0000773,0.000325847,0.002526777,0.0000228,0,0,0.000147064,0.000014,0,0.0003586,0.000013,0.0000634,0.00019374,0.000267802,0.000467307,0.0000705,0.0000492,0.000349181,0,0.0000457,0,0.0004431,0.0000456,0.000114684,0.000612838,0.0000646,0.0000584,0.0000137,0.000120498,0.0000461,0.000117686,0.000116412,0.000137028,0.008229477,0.0000276,0.000395783,0.00021082,0.0000255,0.000215985,0.000242796,0.000136158,0.000254409,0.000123421,0.0000897,0.000451733,0.0000546,0.000128965,0.0000555,0,0.0000926,0.0000901,0.0000744,0.0000449,0.0000664,0.0000205,0.0000997,0.000310246,0.0000443,0.000359908,0.000338972,0.000272836,0.0000443,0,0.000226537,0,0.000062,0.00010605
98,Acidaminococcus_sp_D21,0.000126412,0.000141576,0.000216152,0.005850577,0.000100365,0.000536615,0.0000207,0,0.000049,0.000352606,0.000450211,0.0000979,0,0,0.000224291,0.000375601,0.0000899,0.0000559,0.000433247,0.000468253,0.000237628,0.001838533,0.000176545,0.0000874,0.026007622,0.000415402,0.000401567,0.000153894,0.000287378,0.0000225,0.034645436,0.012857611,0.0000399,0.0000525,0.000253697,0.000854877,0.0000336,0.0001,0.0000779,0.000107846,0.0000278,0.000218061,0.000102167,0.001043843,0.00044487,0.037248953,0.034469704,0,0.0000443,0.0000427,0.0000813,0.0000689,0.0000336,0,0.00015594,0.0000545,0.000074,0.0000482,0.0000472,0,0.0000541,0.0000443,0.000168432,0.0000577,0.0000877,0.000128866,0.004132895,0.00016149,0.0000129,0.0000113,0.000761529,0.000209784,0.002186488,0.002709988,0.000137489,0.0000677,0.000334511,0.000256055,0.000257727,0.000156367,0.000987139,0.000232057,0.000141517,0.003025755,0.0000886,0.0000666,0.0000294,0.012399617,0.000535216,0.0000134,0.000177231,0.000356648,0.0000226,0.0000453,0.000106669,0.000282465,0.000146536,0.0000731,0.0000255,0.000179544,0.0000284,0.0000556,0.0000694,0.00081074,0.0000442,0.0000802,0.0000207,0.0000201,0.0000211,0.0000424,0.001406775,0.00012209,0.0001641,0.00015491,0.00209449,0.000123689,0,0.000764678,0.001585003,0.008424239,0.000128211,0.0000959,0.000103437,0.000165024,0.009560967,0.0135352,0.000291371,0.019465511,0.000219329,0.000163314,0.0000521,0.000721657,0.0000479,0.0000674,0.0001675,0.000066,0.002725815,0.004166931,0.00003,0.0000379,0.002355456,0.000255535,0.000235481,0.0000385,0,0.000204869,0.000325603,0.000829798,0.000546127
99,Collinsella_aerofaciens_ATCC_25986,0.000123969,0.005891295,0.000523797,0.0000892,0.000856722,0.000176326,0,0.000403546,0.001045039,0.001147608,0.006164914,0.000501053,0,0,0.000645513,0.00050519,0.009805978,0.000347434,0.005534468,0.012192361,0.0000709,0.000868434,0.000981894,0.000247238,0.003475243,0.003199169,0.016295555,0.000887457,0.000286178,0.000559247,0.004885485,0.001831162,0.000223712,0.004089306,0.002293473,0.00947247,0.001240806,0.000243629,0.0000403,0.0000715,0.0000283,0.000298051,0.001660372,0.000596032,0.000977349,0.001659656,0.002488857,0.0000327,0.0000204,0.0000668,0.000477666,0.007913889,0.001603676,0.000227532,0.00088765,0.001814242,0.011084802,0.000250282,0.000135635,0,0.002295761,0.006704193,0.000113761,0.0000534,0.010428256,0.000498353,0.002052693,0.00293064,0.000335149,0.000403883,0.00156203,0.000987794,0.004308133,0.000171527,0.002437281,0.000283347,0.009604072,0.022048864,0.006398911,0.001680699,0.001097202,0.006002725,0.000743242,0.005453831,0.000812514,0,0.000268649,0,0.002358601,0.000544527,0.000088,0.006036665,0,0.0000318,0.000271731,0.003906452,0.0000832,0.001631657,0,0.001668411,0,0.0000523,0,0.000341107,0,0.004798852,0.000947597,0.001546871,0.000997843,0.0000773,0.006734384,0.000457976,0.000876132,0.002915578,0.010593805,0.00049516,0,0.001426159,0.001127583,0.000188426,0.018579146,0.003695734,0.0004677,0.000491933,0.000304061,0.000598412,0.001665544,0.001223383,0.0000387,0.002055117,0,0.001498824,0.000504134,0.0000277,0.0000428,0,0,0.000622764,0.0000316,0,0.002361917,0.000170057,0.002755252,0.000201412,0,0.007068567,0.000904019,0.001023751,0.000630484
100,Mitsuokella_multacida_DSM_20544,0.000108035,0.0000877,0.000161571,0.0000874,0.000036,0.000127332,0,0,0.0000524,0.000102643,0.000137849,0,0,0,0.000111773,0.0000296,0.0000559,0.0000404,0.000157896,0.000135999,0.0000675,0,0.0000609,0.0000408,0.00164743,0.000210324,0.000300192,0.0000547,0.000149904,0.0000142,0.00011079,0.0000444,0,0.000029,0.0000963,0.000164056,0.0000171,0.0000608,0.0000453,0.0000733,0,0.0000936,0.0000795,0,0.000137444,0.0000682,0.000073,0,0.0000284,0.0000342,0.0000255,0.0000699,0.0000494,0,0.0000652,0.0000261,0.0000533,0.0000259,0.0000534,0,0.0000295,0.000221192,0.000105842,0.0000295,0.00013203,0.0000374,0.00094316,0.000055,0,0.0000145,0.000414882,0.0000627,0.000121116,0,0.0000635,0.0000566,0.0000862,0.000222996,0.00016114,0.0000892,0.000124339,0.000205076,0.00004,0.000154822,0.000125434,0,0,0,0.000084,0,0,0.000159653,0,0.0000476,0.0000234,0.000105265,0.0000772,0.0000609,0,0.000161584,0,0.000044,0,0.00030791,0,0.0000476,0.0000513,0.0000355,0.0000502,0.0000465,0.0000525,0.0000251,0.0000678,0.0000564,0.0000633,0.0000286,0,0.00036285,0.000112888,0,0.000068,0.00015604,0.00010191,0.0000566,0.0000246,0.0000362,0.000116891,0.000037,0.0000355,0.0000548,0,0.000182097,0.0000259,0.0000257,0.0000267,0,0,0,0.0000267,0,0.0000412,0.0000671,0.000101141,0.0000197,0,0.0000579,0,0.0000276,0.0000683
101,Olsenella_uli_DSM_7084,0.00010318,0.000102461,0.000122792,0.0000869,0.0000244,0.000170052,0,0,0.0000562,0.0000863,0.00015253,0,0,0,0.000105336,0.0000258,0.0000665,0.0000248,0.000128461,0.000145916,0.0000547,0,0.0000675,0.000036,0.0000795,0.000202876,0.000243625,0.0000529,0.000153411,0,0.000129321,0.0000341,0,0.000029,0.000122563,0.000132977,0.0000191,0.0000399,0.0000527,0.000084,0,0.0000588,0.0000859,0,0.000145196,0.0000885,0.000141134,0,0,0.0000292,0,0.0000599,0.0000426,0,0.0000498,0,0.0000867,0.0000281,0.0000626,0,0.0000253,0.000297369,0.000185119,0.0000273,0.000136915,0.000035,0.0000395,0.0000473,0,0,0.00021855,0.0000736,0.000119343,0,0.0000604,0.0000476,0.0000999,0.000187452,0.00018168,0.000108318,0.000148262,0.000249669,0.0000349,0.000144144,0.0000882,0,0,0,0.0000436,0,0,0.000176553,0,0.0000434,0,0.0000979,0.0000983,0.000049,0,0.000140098,0,0.0000346,0,0.000374196,0,0.0000564,0.000054,0.0000385,0.0000432,0.0000416,0.0000621,0.0000155,0.0000565,0.0000636,0.0000723,0,0,0.000419917,0.000143852,0,0.0000834,0.000238909,0.0000769,0.0000523,0,0,0.000143986,0.0000323,0.0000293,0.0000426,0,0.0000503,0.0000279,0.00003,0.0000202,0,0,0,0.0000281,0,0.0000468,0.0000702,0.000160931,0,0,0.0000776,0,0.0000205,0.000047
